city,lat,lng,iso2,population
Elgin,42.03725,-88.28119,US,112111
Elk Grove Village,42.00392,-87.97035,US,33238
Elmhurst,41.89947,-87.94034,US,45957
Elmwood Park,41.92114,-87.80923,US,24840
Englewood,41.77976,-87.64588,US,26121
Evanston,42.04114,-87.69006,US,75527
Evergreen Park,41.72059,-87.70172,US,19841
Frankfort,41.49587,-87.84866,US,18653
Franklin Park,41.93531,-87.86562,US,18312
Freeport,42.29669,-89.62123,US,24476
Gage Park,41.79503,-87.69616,US,41202
Galesburg,40.94782,-90.37124,US,31273
Geneva,41.88753,-88.30535,US,21806
Glen Ellyn,41.87753,-88.06701,US,28201
Glenview,42.06975,-87.78784,US,47446
Goodings Grove,41.62920,-87.93089,US,18569
Grand Boulevard,41.81392,-87.61727,US,22373
Grayslake,42.34447,-88.04175,US,20915
Gurnee,42.37030,-87.90202,US,31056
Hanover Park,41.99947,-88.14507,US,38333
Harvey,41.61003,-87.64671,US,25194
Highland Park,42.18169,-87.80034,US,29743
Hinsdale,41.80086,-87.93701,US,17628
Hoffman Estates,42.04281,-88.07980,US,52138
Homer Glen,41.60003,-87.93811,US,24395
Homewood,41.55726,-87.66560,US,19373
Huntley,42.16808,-88.42814,US,26005
Hyde Park,41.79420,-87.59394,US,26893
Irving Park,41.95336,-87.73645,US,56520
Joliet,41.52519,-88.08340,US,147861
Kankakee,41.12003,-87.86115,US,26676
Kenwood,41.80920,-87.59755,US,17601
La Grange,41.80503,-87.86923,US,15723
Lake Forest,42.25863,-87.84063,US,19408
Lake Zurich,42.19697,-88.09341,US,19993
Lake in the Hills,42.18169,-88.33036,US,29024
Lansing,41.56476,-87.53893,US,28349
Lemont,41.67364,-88.00173,US,16788
Libertyville,42.28308,-87.95313,US,20436
Lincoln Park,41.92170,-87.64783,US,66959
Lincoln Square,41.97587,-87.68922,US,40761
Lisle,41.80114,-88.07479,US,22964
Lockport,41.58948,-88.05784,US,25175
Logan Square,41.92337,-87.69922,US,73702
Lombard,41.88003,-88.00784,US,43797
Loves Park,42.32002,-89.05816,US,23455
Lower West Side,41.85420,-87.66561,US,34410
Machesney Park,42.34724,-89.03900,US,22927
Macomb,40.45921,-90.67180,US,18547
Matteson,41.50392,-87.71310,US,19195
Maywood,41.87920,-87.84312,US,24012
McHenry,42.33335,-88.26675,US,26657
McKinley Park,41.83170,-87.67366,US,15612
Melrose Park,41.90059,-87.85673,US,25379
Mokena,41.52614,-87.88922,US,19923
Moline,41.50670,-90.51513,US,42681
Montgomery,41.73058,-88.34590,US,19489
Morgan Park,41.69031,-87.66672,US,22924
Morton,40.61282,-89.45926,US,16306
Morton Grove,42.04059,-87.78256,US,23448
Mount Greenwood,41.69809,-87.70866,US,18783
Mount Prospect,42.06642,-87.93729,US,54747
Mundelein,42.26308,-88.00397,US,31582
Naperville,41.78586,-88.14729,US,147100
Near North Side,41.90003,-87.63450,US,85711
Near South Side,41.85670,-87.62477,US,22401
New City,41.80753,-87.65644,US,40997
New Lenox,41.51198,-87.96561,US,25800
Niles,42.01892,-87.80284,US,29876
Normal,40.51420,-88.99063,US,54373
North Aurora,41.80614,-88.32730,US,17456
North Center,41.95392,-87.67895,US,34623
North Chicago,42.32558,-87.84118,US,29491
North Lawndale,41.86003,-87.71839,US,35276
North Peoria,40.71754,-89.58426,US,113004
Northbrook,42.12753,-87.82895,US,33663
Oak Forest,41.60281,-87.74394,US,28074
Oak Lawn,41.71087,-87.75811,US,56781
Oak Park,41.88503,-87.78450,US,52287
Orland Park,41.63031,-87.85394,US,58619
Oswego,41.68281,-88.35146,US,33955
Ottawa,41.34559,-88.84258,US,18342
Palatine,42.11030,-88.03424,US,69308
Palos Hills,41.69670,-87.81700,US,17565
Park Forest,41.49142,-87.67449,US,21954
Park Ridge,42.01114,-87.84062,US,37757
Pekin,40.56754,-89.64066,US,33223
Peoria,40.69365,-89.58899,US,115070
Plainfield,41.62697,-88.20395,US,42527
Portage Park,41.95781,-87.76506,US,64841
Prospect Heights,42.09530,-87.93757,US,16386
Rock Island,41.50948,-90.57875,US,38620
Rockford,42.27113,-89.09400,US,148278
Rogers Park,42.00864,-87.66672,US,54402
Rolling Meadows,42.08419,-88.01313,US,24190
Romeoville,41.64753,-88.08951,US,39719
Roselle,41.98475,-88.07979,US,22994
Round Lake,42.35336,-88.09341,US,18461
Round Lake Beach,42.37169,-88.09008,US,27852
St. Charles,41.91419,-88.30869,US,32974
Schaumburg,42.03336,-88.08341,US,74693
Shorewood,41.52003,-88.20173,US,16747
Skokie,42.03336,-87.73339,US,64821
South Chicago,41.73977,-87.55425,US,28095
South Elgin,41.99419,-88.29230,US,22365
South Holland,41.60087,-87.60699,US,22043
South Lawndale,41.84364,-87.71255,US,73826
South Shore,41.76198,-87.57783,US,51451
Sterling,41.78864,-89.69622,US,15057
Streamwood,42.02558,-88.17841,US,40554
Sycamore,41.98892,-88.68675,US,17712
Tinley Park,41.57337,-87.78449,US,57143
Uptown,41.96590,-87.65262,US,55137
Urbana,40.11059,-88.20727,US,42311
Vernon Hills,42.21947,-87.97952,US,26314
Villa Park,41.88975,-87.98895,US,21969
Wasco,41.93808,-88.40452,US,22560
Washington,40.70365,-89.40731,US,16664
Waukegan,42.36363,-87.84479,US,88475
West Chicago,41.88475,-88.20396,US,27447
West Elsdon,41.79392,-87.72450,US,19219
West Englewood,41.77809,-87.66672,US,32156
West Garfield Park,41.88059,-87.72922,US,17742
West Lawn,41.77281,-87.72227,US,32749
West Ridge,41.99975,-87.69284,US,72211
West Town,41.89381,-87.67493,US,86429
Westchester,41.85059,-87.88200,US,16729
Westmont,41.79586,-87.97562,US,24941
Wheaton,41.86614,-88.10701,US,53715
Wheeling,42.13919,-87.92896,US,38079
Wilmette,42.07225,-87.72284,US,27413
Woodlawn,41.77948,-87.59949,US,24150
Woodridge,41.74697,-88.05034,US,33370
Woodstock,42.31474,-88.44870,US,25189
Yorkville,41.64114,-88.44729,US,18451
Zion,42.44613,-87.83285,US,24117
Anderson,40.10532,-85.68025,US,55305
Crawfordsville,40.04115,-86.87445,US,16024
Crown Point,41.41698,-87.36531,US,28879
Dyer,41.49420,-87.52171,US,16051
East Chicago,41.63920,-87.45476,US,28699
Elkhart,41.68199,-85.97667,US,52348
Fort Wayne,41.13060,-85.12886,US,260326
Frankfort,40.27948,-86.51084,US,16060
Gary,41.59337,-87.34643,US,77156
Goshen,41.58227,-85.83444,US,32983
Granger,41.75338,-86.11084,US,30465
Griffith,41.52837,-87.42365,US,16378
Hammond,41.58337,-87.50004,US,77614
Highland,41.55365,-87.45198,US,22936
Hobart,41.53226,-87.25504,US,28404
Huntington,40.88310,-85.49748,US,17095
Kokomo,40.48643,-86.13360,US,57995
Lafayette,40.41670,-86.87529,US,71111
Lebanon,40.04837,-86.46917,US,15892
Logansport,40.75448,-86.35667,US,17793
Marion,40.55837,-85.65914,US,29081
Merrillville,41.48281,-87.33281,US,35224
Michigan City,41.70754,-86.89503,US,31459
Mishawaka,41.66199,-86.15862,US,48261
Muncie,40.19338,-85.38636,US,70087
Munster,41.56448,-87.51254,US,22984
New Haven,41.07060,-85.01441,US,15709
Noblesville,40.04559,-86.00860,US,59093
Portage,41.57587,-87.17615,US,36738
Schererville,41.47892,-87.45476,US,28791
South Bend,41.68338,-86.25001,US,101516
Valparaiso,41.47309,-87.06114,US,32626
West Lafayette,40.42587,-86.90807,US,45550
Westfield,40.04282,-86.12749,US,36738
Abington,42.10482,-70.94532,US,15985
Acton,42.48509,-71.43284,US,20897
Agawam,42.06954,-72.61481,US,28761
Allston,42.35843,-71.12589,US,28821
Amesbury,42.85842,-70.93005,US,18313
Amherst,42.36723,-72.51852,US,39833
Amherst Center,42.37537,-72.51925,US,19065
Arlington,42.41537,-71.15644,US,42844
Ashland,42.26121,-71.46340,US,15802
Ashmont,42.28343,-71.06894,US,30000
Attleboro,41.94454,-71.28561,US,44284
Auburn,42.19454,-71.83563,US,16724
Back Bay,42.35010,-71.08700,US,17577
Barnstable,41.70011,-70.29947,US,47821
Belmont,42.39593,-71.17867,US,24729
Beverly,42.55843,-70.88005,US,41186
Beverly Cove,42.55343,-70.85366,US,40365
Billerica,42.55843,-71.26895,US,39904
Boston,42.35843,-71.05977,US,653833
Brighton,42.35010,-71.15644,US,45977
Brockton,42.08343,-71.01838,US,95314
Brookline,42.33176,-71.12116,US,58732
Burlington,42.50482,-71.19561,US,24498
Cambridge,42.37510,-71.10561,US,110402
Canton,42.15843,-71.14477,US,21679
Charlestown,42.37787,-71.06200,US,20397
Chelmsford,42.59981,-71.36728,US,33925
Chelsea,42.39176,-71.03283,US,39398
Chestnut Hill,42.33065,-71.16616,US,23649
Chicopee,42.14870,-72.60787,US,56741
Concord,42.46037,-71.34895,US,16810
Danvers,42.57509,-70.93005,US,26493
Dedham,42.24177,-71.16616,US,24729
Dorchester,42.29732,-71.07450,US,97826
Dracut,42.67037,-71.30201,US,28831
Duxbury,42.04177,-70.67226,US,15059
East Boston,42.37510,-71.03922,US,43066
East Longmeadow,42.06454,-72.51259,US,15102
Easthampton,42.26676,-72.66898,US,16611
Easton,42.02454,-71.12866,US,23459
Everett,42.40843,-71.05366,US,46050
Fairhaven,41.63760,-70.90365,US,16453
Fall River,41.70149,-71.15505,US,94000
Fitchburg,42.58342,-71.80230,US,40545
Framingham,42.27926,-71.41617,US,68318
Framingham Center,42.29732,-71.43701,US,65413
Franklin,42.08343,-71.39673,US,30636
Gardner,42.57509,-71.99813,US,20333
Gloucester,42.61405,-70.66313,US,29781
Grafton,42.20704,-71.68562,US,16583
Greenfield,42.58759,-72.59953,US,19753
Hanover,42.11316,-70.81199,US,16906
Haverhill,42.77620,-71.07728,US,62765
Holden,42.35176,-71.86341,US,17016
Holyoke,42.20426,-72.61620,US,40684
Hyde Park,42.25565,-71.12450,US,31845
Jamaica Plain,42.30982,-71.12033,US,37468
Lawrence,42.70704,-71.16311,US,80231
Leominster,42.52509,-71.75979,US,41569
Lexington,42.44732,-71.22450,US,31394
Longmeadow,42.05010,-72.58287,US,15784
Lowell,42.63342,-71.31617,US,110699
Ludlow,42.16009,-72.47592,US,22201
Lynn,42.46676,-70.94949,US,92457
Malden,42.42510,-71.06616,US,61068
Mansfield,42.03343,-71.21894,US,23380
Marblehead,42.50010,-70.85783,US,19808
Marlborough,42.34593,-71.55229,US,39818
Mattapan,42.27232,-71.08700,US,36299
Medford,42.41843,-71.10616,US,57403
Melrose,42.45843,-71.06616,US,27997
Methuen,42.72620,-71.19089,US,52044
Middleborough,41.89316,-70.91115,US,23116
Milford,42.13982,-71.51617,US,25055
Milton,42.24954,-71.06616,US,27003
Natick,42.28343,-71.34950,US,32276
Needham,42.28343,-71.23283,US,28886
New Bedford,41.63526,-70.92701,US,101079
Newburyport,42.81259,-70.87728,US,17982
Newton,42.33704,-71.20922,US,88817
North Chicopee,42.18343,-72.59953,US,55179
Northampton,42.32509,-72.64120,US,28540
Norton,41.96677,-71.18699,US,19808
Norwood,42.19454,-71.19950,US,28602
Orient Heights,42.38760,-71.00366,US,15741
Palmer,42.15843,-72.32869,US,18261
Peabody,42.52787,-70.92866,US,52504
Pittsfield,42.45008,-73.24538,US,43303
Quincy,42.25288,-71.00227,US,93618
Randolph,42.16260,-71.04116,US,32112
Reading,42.52565,-71.09533,US,24747
Rockland,42.13066,-70.91616,US,17982
Roslindale,42.29121,-71.12450,US,27683
Roxbury Crossing,42.33065,-71.09116,US,15248
Salem,42.51977,-70.89552,US,42869
Saugus,42.46482,-71.01005,US,26628
Shrewsbury,42.29593,-71.71285,US,33893
Somerset,41.76955,-71.12866,US,18165
Somerville,42.38760,-71.09950,US,80318
South Boston,42.33343,-71.04949,US,571281
South Hadley,42.25842,-72.57453,US,17652
South Peabody,42.50982,-70.94949,US,50293
Southbridge,42.07510,-72.03341,US,19030
Springfield,42.10148,-72.58981,US,154341
Stoneham,42.48010,-71.09950,US,21437
Stoughton,42.12510,-71.10227,US,26915
Sudbury,42.38343,-71.41617,US,17343
Swansea,41.74816,-71.18977,US,16525
Taunton,41.90010,-71.08977,US,56789
Tewksbury,42.61065,-71.23422,US,29326
Wakefield,42.50648,-71.07283,US,24932
Waltham,42.37649,-71.23561,US,63378
Watertown,42.37093,-71.18283,US,31915
Wellesley,42.29649,-71.29256,US,27982
West Springfield,42.10704,-72.62037,US,27912
West Roxbury,42.27926,-71.14950,US,30442
Westfield,42.12509,-72.74954,US,41690
Westford,42.57926,-71.43784,US,21587
Weymouth,42.22093,-70.93977,US,54395
Wilmington,42.54648,-71.17367,US,22325
Winchester,42.45232,-71.13700,US,21374
Winthrop,42.37510,-70.98283,US,17618
Woburn,42.47926,-71.15228,US,39555
Worcester,42.26259,-71.80229,US,206518
Yarmouth,41.70567,-70.22863,US,25243
Auburn,44.09785,-70.23117,US,22871
Augusta,44.31062,-69.77949,US,18899
Bangor,44.79884,-68.77265,US,32391
Biddeford,43.49258,-70.45338,US,21282
Brunswick,43.91452,-69.96533,US,15175
Lewiston,44.10035,-70.21478,US,36202
Portland,43.65737,-70.25890,US,66881
Saco,43.50092,-70.44283,US,19078
Sanford,43.43925,-70.77422,US,20893
South Portland,43.64147,-70.24088,US,25556
South Portland Gardens,43.63897,-70.31533,US,23893
Waterville,44.55201,-69.63171,US,16261
West Scarborough,43.57036,-70.38783,US,27706
Westbrook,43.67703,-70.37116,US,17978
Adrian,41.89755,-84.03717,US,20691
Allen Park,42.25754,-83.21104,US,27425
Allendale,42.97225,-85.95365,US,17579
Ann Arbor,42.27756,-83.74088,US,117070
Auburn Hills,42.68753,-83.23410,US,22672
Battle Creek,42.31730,-85.17816,US,51589
Bay City,43.59447,-83.88886,US,33917
Berkley,42.50309,-83.18354,US,15268
Birmingham,42.54670,-83.21132,US,20857
Burton,42.99947,-83.61634,US,28788
Canton,42.30865,-83.48216,US,86825
Clinton Township,42.58698,-82.91992,US,99753
Dearborn,42.32226,-83.17631,US,95171
Dearborn Heights,42.33698,-83.27326,US,56145
Detroit,42.33143,-83.04575,US,645705
East Lansing,42.73698,-84.48387,US,48471
Eastpointe,42.46837,-82.95547,US,32657
Farmington Hills,42.48531,-83.37716,US,81330
Ferndale,42.46059,-83.13465,US,20177
Flint,43.01253,-83.68746,US,98310
Forest Hills,42.95947,-85.48975,US,25867
Garden City,42.32559,-83.33104,US,26920
Grand Rapids,42.96336,-85.66809,US,195097
Grandville,42.90975,-85.76309,US,15953
Grosse Pointe Woods,42.44365,-82.90686,US,15762
Hamtramck,42.39282,-83.04964,US,22002
Haslett,42.74698,-84.40108,US,19220
Hazel Park,42.46254,-83.10409,US,16597
Holland,42.78752,-86.10893,US,33742
Holt,42.64059,-84.51525,US,23973
Jackson,42.24587,-84.40135,US,33133
Jenison,42.90725,-85.79198,US,16538
Kalamazoo,42.29171,-85.58723,US,76041
Kentwood,42.86947,-85.64475,US,51357
Lansing,42.73253,-84.55553,US,112644
Lincoln Park,42.25059,-83.17854,US,37012
Livonia,42.36837,-83.35271,US,94635
Madison Heights,42.48587,-83.10520,US,30198
Marquette,46.54354,-87.39542,US,21297
Midland,43.61558,-84.24721,US,42200
Monroe,41.91643,-83.39771,US,20092
Mount Clemens,42.59726,-82.87798,US,16400
Mount Pleasant,43.59781,-84.76751,US,26060
Muskegon,43.23418,-86.24839,US,38401
Norton Shores,43.16890,-86.26395,US,24208
Novi,42.48059,-83.47549,US,58723
Oak Park,42.45948,-83.18271,US,29752
Okemos,42.72226,-84.42747,US,21369
Pontiac,42.63892,-83.29105,US,59917
Port Huron,42.97086,-82.42491,US,29330
Portage,42.20115,-85.58000,US,48177
Redford,42.38337,-83.29660,US,49936
Rochester Hills,42.65837,-83.14993,US,73424
Romulus,42.22226,-83.39660,US,23417
Roseville,42.49726,-82.93714,US,47637
Royal Oak,42.48948,-83.14465,US,59008
Saginaw,43.41947,-83.95081,US,49347
Shelby,42.67087,-83.03298,US,74099
Southfield,42.47337,-83.22187,US,73156
Southgate,42.21393,-83.19381,US,29293
Saint Clair Shores,42.49698,-82.88881,US,59715
Sterling Heights,42.58031,-83.03020,US,132052
Taylor,42.24087,-83.26965,US,61568
Traverse City,44.76306,-85.62063,US,15218
Trenton,42.13949,-83.17826,US,18380
Troy,42.60559,-83.14993,US,83280
Walker,43.00141,-85.76809,US,24647
Warren,42.49044,-83.01304,US,134056
Waterford,42.69303,-83.41181,US,75737
Waverly,42.73920,-84.62081,US,23925
Wayne,42.28143,-83.38632,US,17081
Westland,42.32420,-83.40021,US,82000
Wyandotte,42.21421,-83.14992,US,25156
Wyoming,42.91336,-85.70531,US,75275
Ypsilanti,42.24115,-83.61299,US,19945
Albert Lea,43.64801,-93.36827,US,17674
Andover,45.23330,-93.29134,US,32213
Anoka,45.19774,-93.38718,US,17350
Apple Valley,44.73191,-93.21772,US,51221
Austin,43.66663,-92.97464,US,24563
Blaine,45.16080,-93.23495,US,62124
Bloomington,44.84080,-93.29828,US,86435
Brooklyn Center,45.07608,-93.33273,US,30770
Brooklyn Park,45.09413,-93.35634,US,79149
Buffalo,45.17191,-93.87469,US,16026
Burnsville,44.76774,-93.27772,US,61481
Champlin,45.18885,-93.39745,US,23894
Chanhassen,44.86219,-93.53079,US,25332
Chaska,44.78941,-93.60218,US,25199
Columbia Heights,45.04080,-93.26300,US,19715
Coon Rapids,45.11997,-93.28773,US,62240
Cottage Grove,44.82774,-92.94382,US,35918
Crystal,45.03274,-93.36023,US,22943
Duluth,46.78327,-92.10658,US,86110
Eagan,44.80413,-93.16689,US,66286
Eden Prairie,44.85469,-93.47079,US,63496
Edina,44.88969,-93.34995,US,50138
Elk River,45.30385,-93.56718,US,23963
Faribault,44.29496,-93.26883,US,23650
Farmington,44.64024,-93.14355,US,22731
Forest Lake,45.27886,-92.98522,US,19618
Fridley,45.08608,-93.26328,US,27713
Golden Valley,45.00969,-93.34912,US,21270
Ham Lake,45.25024,-93.24995,US,16062
Hastings,44.74330,-92.85243,US,22554
Hibbing,47.42715,-92.93769,US,16204
Hopkins,44.92496,-93.46273,US,17591
Inver Grove Heights,44.84802,-93.04272,US,34857
Lakeville,44.64969,-93.24272,US,60633
Lino Lakes,45.16024,-93.08883,US,21050
Mankato,44.15906,-94.00915,US,41044
Maple Grove,45.07246,-93.45579,US,68385
Maplewood,44.95302,-92.99522,US,40567
Minneapolis,44.97997,-93.26384,US,410939
Minnetonka,44.91330,-93.50329,US,51669
Minnetonka Mills,44.94107,-93.44190,US,50117
Moorhead,46.87386,-96.76951,US,42005
New Brighton,45.06552,-93.20189,US,22351
New Hope,45.03802,-93.38662,US,21032
Northfield,44.45830,-93.16160,US,20380
Oakdale,44.96302,-92.96494,US,28080
Otsego,45.27413,-93.59135,US,15551
Owatonna,44.08385,-93.22604,US,25725
Plymouth,45.01052,-93.45551,US,75907
Prior Lake,44.71330,-93.42273,US,25282
Ramsey,45.26110,-93.45000,US,25828
Red Wing,44.56247,-92.53380,US,16445
Richfield,44.88330,-93.28300,US,36216
Rochester,44.02163,-92.46990,US,112225
Rosemount,44.73941,-93.12577,US,23413
Roseville,45.00608,-93.15661,US,35580
Saint Cloud,45.56080,-94.16249,US,65842
Saint Louis Park,44.94830,-93.34801,US,45250
Saint Michael,45.20996,-93.66496,US,16399
Saint Paul,44.94441,-93.09327,US,303176
Sartell,45.62163,-94.20694,US,16788
Savage,44.77913,-93.33634,US,30391
Shakopee,44.79802,-93.52690,US,39981
Shoreview,45.07913,-93.14717,US,26477
South Saint Paul,44.89274,-93.03494,US,20160
Stillwater,45.05636,-92.80604,US,18924
West Coon Rapids,45.15969,-93.34967,US,62528
West Saint Paul,44.91608,-93.10161,US,19540
White Bear Lake,45.08469,-93.00994,US,25205
Willmar,45.12191,-95.04334,US,19638
Winona,44.04996,-91.63932,US,27094
Woodbury,44.92386,-92.95938,US,67855
Kirksville,40.19475,-92.58325,US,17520
Fargo,46.87719,-96.78980,US,118523
Grand Forks,47.92526,-97.03285,US,57011
Jamestown,46.91054,-98.70844,US,15422
West Fargo,46.87497,-96.90036,US,33597
Bellevue,41.13667,-95.89084,US,55510
Columbus,41.42973,-97.36838,US,22797
Fremont,41.43333,-96.49808,US,26474
Grand Island,40.92501,-98.34201,US,51440
Hastings,40.58612,-98.38839,US,24924
Kearney,40.69946,-99.08148,US,33021
La Vista,41.18389,-96.03113,US,16921
Lincoln,40.80000,-96.66696,US,294757
Norfolk,42.02834,-97.41700,US,24366
Omaha,41.25626,-95.94043,US,486051
Papillion,41.15444,-96.04224,US,19510
Bedford,42.94647,-71.51590,US,21188
Concord,43.20814,-71.53757,US,43976
Derry,42.88064,-71.32729,US,22015
Derry Village,42.89175,-71.31201,US,34539
Dover,43.19786,-70.87367,US,30880
East Concord,43.24202,-71.53813,US,42605
Keene,42.93369,-72.27814,US,23265
Laconia,43.52785,-71.47035,US,16227
Manchester,42.99564,-71.45479,US,110229
Merrimack,42.86509,-71.49340,US,26726
Nashua,42.76537,-71.46757,US,87970
Portsmouth,43.07704,-70.75766,US,21530
Rochester,43.30453,-70.97562,US,30038
Salem,42.78842,-71.20089,US,29549
Asbury Park,40.22039,-74.01208,US,15818
Avenel,40.58038,-74.28515,US,17011
Basking Ridge,40.70621,-74.54932,US,21424
Bayonne,40.66871,-74.11431,US,66311
Belleville,40.79371,-74.15014,US,36878
Bergenfield,40.92760,-73.99736,US,27621
Bloomfield,40.80677,-74.18542,US,49120
Brick,40.05928,-74.13708,US,76021
Carteret,40.57733,-74.22820,US,24170
Cliffside Park,40.82149,-73.98764,US,24857
Clifton,40.85843,-74.16376,US,86334
Colonia,40.57455,-74.30209,US,17795
Cranford,40.65844,-74.29959,US,22627
Denville,40.89232,-74.47738,US,16669
Dover,40.88399,-74.56210,US,18346
Dumont,40.94065,-73.99681,US,18001
East Brunswick,40.42788,-74.41598,US,48495
East Orange,40.76732,-74.20487,US,64949
Edison,40.51872,-74.41210,US,102548
Elizabeth,40.66399,-74.21070,US,129007
Elmwood Park,40.90399,-74.11848,US,20279
Englewood,40.89288,-73.97264,US,28539
Ewing,40.26983,-74.79988,US,36559
Fair Lawn,40.94038,-74.13181,US,33597
Fords,40.52927,-74.31598,US,15187
Fort Lee,40.85093,-73.97014,US,36672
Garfield,40.88149,-74.11320,US,31802
Hackensack,40.88593,-74.04347,US,44834
Harrison,40.74649,-74.15626,US,15474
Hawthorne,40.94926,-74.15375,US,19074
Hillsborough,40.47760,-74.62682,US,38303
Hillside,40.70121,-74.23015,US,22155
Hoboken,40.74399,-74.03236,US,53635
Hopatcong Hills,40.94399,-74.67072,US,16267
Irvington,40.73232,-74.23487,US,61323
Iselin,40.57538,-74.32237,US,18695
Jersey City,40.72816,-74.07764,US,264290
Kearny,40.76843,-74.14542,US,42137
Lakewood,40.09789,-74.21764,US,53805
Linden,40.62205,-74.24459,US,42021
Livingston,40.79593,-74.31487,US,27853
Lodi,40.88232,-74.08320,US,24835
Long Branch,40.30428,-73.99236,US,30941
Lyndhurst,40.81204,-74.12431,US,19996
Madison,40.75982,-74.41710,US,16126
Mahwah,41.08871,-74.14376,US,24062
Maplewood,40.73121,-74.27348,US,25008
Marlboro,40.31539,-74.24626,US,40191
Middletown,40.39428,-74.11709,US,65490
Montclair,40.82593,-74.20903,US,39701
Morristown,40.79677,-74.48154,US,18594
New Brunswick,40.48622,-74.45182,US,57035
New Milford,40.93510,-74.01903,US,16801
Newark,40.73566,-74.17237,US,281944
North Arlington,40.78843,-74.13320,US,15904
North Bergen,40.80427,-74.01208,US,63484
North Plainfield,40.63010,-74.42737,US,22140
Nutley,40.82232,-74.15987,US,27572
Old Bridge,40.41483,-74.36543,US,23753
Orange,40.77066,-74.23265,US,34457
Palisades Park,40.84816,-73.99764,US,20743
Paramus,40.94454,-74.07542,US,26974
Parsippany,40.85788,-74.42599,US,51144
Passaic,40.85677,-74.12848,US,71085
Paterson,40.91677,-74.17181,US,147754
Perth Amboy,40.50677,-74.26542,US,52682
Piscataway,40.49927,-74.39904,US,56044
Plainfield,40.63371,-74.40737,US,51217
Point Pleasant,40.08317,-74.06819,US,18523
Princeton,40.34872,-74.65905,US,29603
Rahway,40.60816,-74.27765,US,29508
Ramsey,41.05732,-74.14098,US,15102
Ridgewood,40.97926,-74.11653,US,25621
Roselle,40.65223,-74.25882,US,21670
Rutherford,40.82649,-74.10681,US,18690
Sayreville,40.45927,-74.36098,US,44920
Sayreville Junction,40.46538,-74.33043,US,42890
Scotch Plains,40.65538,-74.38987,US,23584
Secaucus,40.78955,-74.05653,US,19104
Somerset,40.49760,-74.48849,US,22083
South Old Bridge,40.40816,-74.35432,US,23233
South Orange,40.74899,-74.26126,US,17295
South Plainfield,40.57927,-74.41154,US,24290
South River,40.44649,-74.38598,US,16399
Sparta,41.03343,-74.63849,US,19722
Summit,40.71562,-74.36468,US,22074
Teaneck,40.89760,-74.01597,US,40078
Tinton Falls,40.30428,-74.10042,US,17772
Trenton,40.21705,-74.74294,US,89620
Union,40.69760,-74.26320,US,56771
Union City,40.77955,-74.02375,US,69156
Wayne,40.92538,-74.27654,US,57915
West Milford,41.13121,-74.36737,US,26968
West New York,40.78788,-74.01431,US,53366
West Orange,40.79871,-74.23904,US,48131
Westfield,40.65899,-74.34737,US,30548
Willingboro,40.02789,-74.86905,US,31668
Woodbridge,40.55760,-74.28459,US,19265
Wyckoff,41.00954,-74.17292,US,17124
Albany,42.65258,-73.75623,US,101228
Amherst,42.97839,-78.79976,US,122366
Amsterdam,42.93869,-74.18819,US,18008
Astoria,40.77205,-73.93014,US,150165
Auburn,42.93173,-76.56605,US,26985
Baldwin,40.65649,-73.60930,US,24033
Batavia,42.99812,-78.18752,US,15010
Bath Beach,40.60455,-74.00431,US,33080
Bay Shore,40.72510,-73.24539,US,26337
Baychester,40.86928,-73.83645,US,16274
Bayside,40.76844,-73.77708,US,66455
Bellmore,40.66871,-73.52707,US,16218
Bensonhurst,40.60177,-73.99403,US,60000
Bethpage,40.74427,-73.48207,US,16429
Binghamton,42.09869,-75.91797,US,46032
Borough Park,40.63399,-73.99681,US,149248
Brentwood,40.78121,-73.24623,US,60664
Brighton,43.14756,-77.55055,US,36609
Brighton Beach,40.57788,-73.95958,US,31462
The Bronx,40.84985,-73.86641,US,1385108
Brooklyn,40.65010,-73.94958,US,2736074
Brooklyn Heights,40.69538,-73.99375,US,20256
Brownsville,40.66094,-73.92014,US,74497
Buffalo,42.88645,-78.87837,US,258071
Bushwick,40.69427,-73.91875,US,112620
Cambria Heights,40.69455,-73.73847,US,20287
Canarsie,40.64372,-73.90069,US,87366
Centereach,40.85843,-73.09955,US,31578
Central Islip,40.79065,-73.20178,US,34450
Cheektowaga,42.90339,-78.75475,US,75178
Chinatown,40.71649,-73.99625,US,90000
Cicero,43.17562,-76.11937,US,31632
Clay,43.18590,-76.17243,US,58206
Clifton Park,42.86563,-73.77095,US,36705
Cohoes,42.77424,-73.70012,US,16538
College Point,40.78760,-73.84597,US,27307
Commack,40.84288,-73.29289,US,36124
Coney Island,40.57788,-73.99403,US,60000
Copiague,40.68149,-73.39984,US,22993
Coram,40.86871,-73.00149,US,39113
Corona,40.74705,-73.86014,US,109698
Cortland,42.60118,-76.18048,US,18907
Cypress Hills,40.67705,-73.89125,US,54944
Deer Park,40.76177,-73.32929,US,27745
Depew,42.90395,-78.69225,US,15146
Dix Hills,40.80482,-73.33623,US,26892
Dyker Heights,40.62149,-74.00958,US,34399
East Amherst,43.01839,-78.69670,US,24914
East Elmhurst,40.76121,-73.86514,US,23150
East Flatbush,40.65371,-73.93042,US,178464
East Meadow,40.71399,-73.55902,US,38132
East Massapequa,40.67343,-73.43651,US,19069
East New York,40.66677,-73.88236,US,173198
East Northport,40.87676,-73.32456,US,20217
East Patchogue,40.76704,-72.99622,US,22469
